room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,instant_bookable,review_scores_rating,bedrooms,beds,log_price,,,
Private room,1,1,flexible,0,t,96,1,1,3.912023005,,,
Private room,1,1,moderate,1,t,93,1,1,4.007333185,,,
Entire home/apt,2,1,moderate,1,f,98,1,1,4.828313737,,,
Private room,1,1,flexible,1,f,100,1,1,3.80666249,,,
Private room,2,1,strict,1,f,96,1,1,4.382026635,,,
Entire home/apt,3,1,strict,1,f,96,1,1,5.293304825,,,
Entire home/apt,3,1,strict,1,t,94,1,2,4.859812404,,,
Entire home/apt,2,1,flexible,1,f,90,1,1,5.293304825,,,
Entire home/apt,2,1,strict,1,f,80,1,1,4.934473933,,,
Private room,2,1,moderate,0,f,100,1,1,4.317488114,,,
Entire home/apt,4,2,strict,1,f,93,3,3,5.700443573,,,
Entire home/apt,6,2,strict,0,t,95,2,3,5.556828062,,,
Entire home/apt,2,1,strict,1,f,97,1,1,4.976733742,,,
Private room,2,1,flexible,0,f,100,1,1,4.86753445,,,
Entire home/apt,4,2,moderate,1,f,95,2,2,5.298317367,,,
Entire home/apt,3,1,flexible,1,f,92,1,1,4.65396035,,,
Private room,3,1,moderate,1,f,95,0,1,4.828313737,,,
Private room,2,1,strict,1,f,93,1,1,4.248495242,,,
Private room,2,1,strict,0,f,80,1,1,5.010635294,,,
Entire home/apt,4,1,strict,1,f,90,2,2,5.323009979,,,
Entire home/apt,10,3,moderate,1,t,97,5,5,5.666426688,,,
Private room,1,1.5,flexible,0,t,20,1,1,3.465735903,,,
Private room,2,1,strict,1,f,95,1,1,4.744932128,,,
Entire home/apt,2,1,strict,1,f,100,1,1,5.187385806,,,
Private room,1,1,flexible,0,f,96,1,1,4.59511985,,,
Entire home/apt,1,1,flexible,0,f,96,1,1,4.454347296,,,
Entire home/apt,2,1,moderate,1,f,93,0,1,4.905274778,,,
Entire home/apt,4,1,moderate,1,f,99,2,2,5.272999559,,,
Entire home/apt,2,1,moderate,1,f,91,0,1,4.442651256,,,
Entire home/apt,2,1,moderate,1,f,91,1,1,4.59511985,,,
Entire home/apt,4,1,strict,0,f,93,2,2,5.988961417,,,
Entire home/apt,2,1,strict,1,f,82,1,3,4.86753445,,,
Private room,1,1,moderate,1,f,100,1,1,4.49980967,,,
Private room,2,1,strict,1,t,96,1,1,4.025351691,,,
Entire home/apt,16,2,flexible,0,t,96,6,10,6.548219103,,,
Entire home/apt,4,1,strict,1,f,95,0,2,4.976733742,,,
Entire home/apt,8,2,strict,1,f,96,2,4,6.395261598,,,
Private room,2,1,flexible,0,f,96,1,1,4.584967479,,,
Private room,2,1,moderate,1,f,93,1,1,4.007333185,,,
Private room,2,1,strict,1,f,91,1,1,4.394449155,,,
Private room,1,1,moderate,1,f,90,1,1,4.077537444,,,
Entire home/apt,4,1,moderate,1,f,99,1,2,5.164785974,,,
Private room,1,2,flexible,1,f,100,1,1,3.401197382,,,
Entire home/apt,8,2,strict,1,t,94,2,4,5.521460918,,,
Entire home/apt,4,2,strict,1,t,98,2,2,5.068904202,,,
Entire home/apt,4,1,strict,1,f,96,1,1,5.293304825,,,
Entire home/apt,5,1,strict,1,f,96,2,2,6.396929655,,,
Entire home/apt,4,1,moderate,1,t,91,1,1,4.941642423,,,
Entire home/apt,2,1,flexible,1,f,96,2,2,4.828313737,,,
Entire home/apt,2,1.5,flexible,0,f,96,1,1,6.214608098,,,
Private room,3,1,strict,1,t,94,1,1,4.605170186,,,
Entire home/apt,6,1,strict,1,t,99,2,2,5.023880521,,,
Shared room,2,1,flexible,0,f,96,1,2,6.907755279,,,
Entire home/apt,3,1,flexible,1,f,96,2,3,5.010635294,,,
Private room,2,1,strict,1,t,100,1,1,4.189654742,,,
Private room,1,1,strict,1,f,99,1,1,4.219507705,,,
Entire home/apt,6,2,moderate,1,t,96,2,4,4.859812404,,,
Entire home/apt,2,1,moderate,1,f,96,1,1,5.560681631,,,
Private room,2,1,strict,0,f,90,1,1,4.691347882,,,
Entire home/apt,11,3.5,strict,1,t,99,4,6,5.988961417,,,
Entire home/apt,2,1,moderate,1,f,96,1,1,5.298317367,,,
Entire home/apt,4,2.5,strict,1,f,100,2,2,6.684611728,,,
Entire home/apt,3,1,moderate,1,t,96,1,1,4.828313737,,,
Private room,1,1,flexible,0,f,96,1,1,4.49980967,,,
Entire home/apt,2,1,strict,1,f,90,0,1,5.135798437,,,
Entire home/apt,4,1,flexible,1,t,100,2,2,5.043425117,,,
Entire home/apt,3,1,strict,1,f,94,1,2,4.744932128,,,
Private room,1,2,strict,1,t,96,1,1,4.094344562,,,
Entire home/apt,2,1.5,flexible,1,f,92,1,1,5.192956851,,,
Private room,2,1.5,flexible,0,t,96,1,1,4.605170186,,,
Private room,2,1,flexible,0,f,96,1,1,4.234106505,,,
Entire home/apt,5,1,strict,1,f,89,2,2,5.347107531,,,
Entire home/apt,4,1,flexible,0,f,96,0,1,5.170483995,,,
Entire home/apt,2,1,moderate,1,f,90,1,1,4.700480366,,,
Private room,2,1,flexible,1,f,96,1,2,3.891820298,,,
Private room,2,1,strict,0,f,100,1,1,4.094344562,,,
Entire home/apt,2,1,strict,1,f,87,1,1,4.553876892,,,
Private room,2,1,moderate,1,f,100,1,1,3.80666249,,,
Entire home/apt,4,1,strict,1,f,89,1,2,4.859812404,,,
Private room,2,1,flexible,0,f,96,1,1,5.416100402,,,
Private room,1,1,flexible,1,f,96,1,1,4.49980967,,,
Private room,2,1,moderate,1,f,100,1,1,4.779123493,,,
Private room,2,1,strict,1,f,100,1,1,4.779123493,,,
Entire home/apt,2,1,flexible,0,f,96,1,1,4.553876892,,,
Entire home/apt,5,1.5,moderate,1,f,100,2,3,5.010635294,,,
Private room,1,1,flexible,0,t,96,1,1,3.688879454,,,
Entire home/apt,4,1,strict,1,f,80,1,2,5.293304825,,,
Private room,3,1,strict,1,t,96,1,2,4.477336814,,,
Entire home/apt,3,1,flexible,0,f,93,1,1,5.517452896,,,
Entire home/apt,8,1,strict,1,f,82,2,2,5.272999559,,,
Entire home/apt,4,1,strict,1,t,97,1,2,4.59511985,,,
Entire home/apt,4,1,strict,0,f,96,2,2,5.043425117,,,
Entire home/apt,6,2,strict,1,t,99,1,3,5.703782475,,,
Shared room,4,2,strict,1,t,75,1,4,3.555348061,,,
Entire home/apt,2,1,strict,1,f,100,1,1,4.317488114,,,
Entire home/apt,3,1,strict,1,f,80,0,1,5.796057751,,,
Private room,1,1,flexible,1,f,96,1,1,3.912023005,,,
Entire home/apt,8,1.5,moderate,1,f,100,1,2,5.703782475,,,
Private room,2,2,moderate,1,f,97,1,1,5.075173815,,,
Private room,2,1,moderate,1,f,96,1,1,4.605170186,,,
Private room,3,1,strict,0,f,80,1,2,4.077537444,,,
Private room,4,3.5,strict,1,t,100,1,2,3.663561646,,,
Private room,1,1,flexible,1,f,96,1,1,4.248495242,,,
Private room,2,2,moderate,1,f,90,1,1,4.48863637,,,
Private room,2,1,strict,1,f,96,1,1,3.80666249,,,
Entire home/apt,3,1,strict,1,f,93,1,2,4.700480366,,,
Private room,3,1,strict,1,f,96,1,1,3.871201011,,,
Entire home/apt,5,2,strict,0,f,100,3,3,5.521460918,,,
Entire home/apt,2,1,strict,1,f,97,0,1,5.003946306,,,
Private room,2,1,moderate,1,f,98,1,1,5.075173815,,,
Private room,1,1,strict,1,f,100,0,1,3.465735903,,,
Private room,4,1,strict,1,f,94,1,1,4.442651256,,,
Entire home/apt,4,1,moderate,1,f,100,1,1,4.941642423,,,
Private room,2,1,flexible,0,f,100,1,1,4.143134726,,,
Entire home/apt,2,1,flexible,0,f,96,1,1,4.49980967,,,
Entire home/apt,2,1,strict,1,f,93,1,1,5.010635294,,,
Private room,1,1,strict,1,t,100,1,1,3.465735903,,,
Entire home/apt,8,2.5,strict,1,f,100,4,5,6.388561406,,,
Entire home/apt,3,1,moderate,1,f,100,1,2,5.560681631,,,
Private room,1,1,flexible,1,f,96,1,1,5.075173815,,,
Entire home/apt,6,1,flexible,0,t,96,3,1,5.703782475,,,
Entire home/apt,5,2,strict,1,f,98,3,3,6.192362489,,,
Entire home/apt,4,1,strict,1,f,92,1,2,5.298317367,,,
Private room,7,2,flexible,0,f,96,2,6,4.976733742,,,
Private room,3,1,moderate,1,f,95,1,3,4.744932128,,,
Entire home/apt,2,1,strict,1,f,97,1,1,4.691347882,,,
Entire home/apt,2,1,strict,0,f,93,1,2,4.248495242,,,
Shared room,1,1,flexible,0,t,96,1,1,3.33220451,,,
Entire home/apt,1,2.5,strict,1,t,100,1,1,4.48863637,,,
Private room,2,1,strict,1,f,93,1,1,3.80666249,,,
Entire home/apt,3,1,flexible,1,t,91,1,2,5.298317367,,,
Private room,5,1.5,strict,1,f,87,1,2,4.718498871,,,
Private room,2,2.5,flexible,0,f,96,1,2,6.228511004,,,
Private room,1,1,moderate,1,f,82,1,1,3.610917913,,,
Entire home/apt,2,1,flexible,1,f,100,1,1,4.521788577,,,
Entire home/apt,5,2,strict,0,t,96,2,2,5.293304825,,,
Private room,2,1,strict,1,t,96,1,1,3.80666249,,,
Private room,1,1.5,flexible,1,f,90,1,1,3.80666249,,,
Entire home/apt,2,1,moderate,1,t,96,0,1,4.941642423,,,
Entire home/apt,2,1,strict,0,t,85,1,1,5.416100402,,,
Entire home/apt,4,1,strict,1,f,96,1,1,5.187385806,,,
Private room,2,1,flexible,0,f,96,1,1,4.248495242,,,
Private room,3,1,flexible,0,f,96,1,3,3.912023005,,,
Entire home/apt,9,3.5,strict,1,f,100,4,5,5.703782475,,,
Private room,2,1,moderate,1,t,96,1,1,4.700480366,,,
Private room,16,1,flexible,0,t,96,0,1,7.13089883,,,
Private room,2,1,flexible,1,f,92,1,1,4.382026635,,,
Entire home/apt,5,1,strict,1,f,97,3,3,4.86753445,,,
Entire home/apt,2,1,strict,1,f,87,1,1,5.370638028,,,
Private room,2,1,flexible,0,f,93,1,1,3.912023005,,,
Entire home/apt,3,1,strict,0,f,96,0,2,4.317488114,,,
Private room,1,1,moderate,1,f,96,1,1,4.248495242,,,
Entire home/apt,2,1,strict,1,f,87,0,1,3.912023005,,,
Entire home/apt,4,1,strict,1,f,96,1,2,4.59511985,,,
Private room,2,1,strict,0,f,96,1,1,4.007333185,,,
Private room,1,1,strict,1,f,93,1,1,3.526360525,,,
Entire home/apt,8,1,strict,1,f,99,3,5,7.003065459,,,
Entire home/apt,2,1,strict,1,f,93,0,1,5.105945474,,,
Private room,2,1,strict,0,f,87,1,1,4.48863637,,,
Private room,2,2,flexible,0,f,100,1,1,5.075173815,,,
Private room,1,1,moderate,1,f,100,1,1,4.077537444,,,
Entire home/apt,2,1,moderate,1,f,96,1,1,4.828313737,,,
Private room,2,1,flexible,1,f,95,1,1,3.80666249,,,
Entire home/apt,6,1,moderate,1,f,100,2,3,5.164785974,,,
Private room,2,1,strict,0,f,96,1,1,4.094344562,,,
Entire home/apt,2,1,moderate,1,f,100,1,2,5.298317367,,,
Entire home/apt,2,1,flexible,1,f,100,1,1,3.912023005,,,
Entire home/apt,3,1,strict,1,f,96,0,1,4.804021045,,,
Entire home/apt,5,2,moderate,1,f,98,2,2,5.616771098,,,
Entire home/apt,1,1,flexible,0,f,96,1,1,4.406719247,,,
Private room,2,1,flexible,0,t,100,1,1,3.688879454,,,
Private room,2,1,strict,1,f,98,1,1,4.48863637,,,
Private room,2,2,flexible,1,t,100,1,1,4.700480366,,,
Entire home/apt,4,1,flexible,1,f,98,1,1,4.077537444,,,
Entire home/apt,4,2,moderate,1,f,96,2,2,5.424950017,,,
Private room,2,1,moderate,1,f,96,1,1,3.951243719,,,
Entire home/apt,3,1,strict,1,t,95,1,2,5.351858133,,,
Private room,1,1,flexible,0,f,100,1,1,4.700480366,,,
Private room,2,1.5,moderate,1,f,96,1,1,3.912023005,,,
Private room,2,1,strict,1,f,96,1,2,4.317488114,,,
Entire home/apt,8,1,strict,1,t,93,3,4,5.634789603,,,
Entire home/apt,3,1,flexible,1,t,96,1,2,4.584967479,,,
Entire home/apt,4,1,strict,0,t,98,2,3,4.934473933,,,
Entire home/apt,2,1,strict,1,f,100,1,2,4.941642423,,,
Private room,2,1,flexible,0,f,93,1,1,4.17438727,,,
Private room,1,1,moderate,1,f,96,1,1,4.343805422,,,
Private room,2,1,strict,1,t,97,1,1,4.234106505,,,
Entire home/apt,1,1,flexible,1,f,96,1,1,4.343805422,,,
Private room,2,1,flexible,0,f,80,1,1,4.644390899,,,
Private room,2,1,moderate,0,t,96,1,1,4.553876892,,,
Shared room,2,1,flexible,1,t,96,1,1,3.688879454,,,
Entire home/apt,3,1,moderate,1,f,98,0,1,5.010635294,,,
Entire home/apt,6,2,strict,1,t,96,2,2,5.293304825,,,
Entire home/apt,2,1,flexible,1,t,96,0,1,3.912023005,,,
Private room,2,1,strict,1,f,100,1,1,5.010635294,,,
Private room,2,1,moderate,1,f,73,1,2,4.17438727,,,
Entire home/apt,2,1,flexible,0,f,60,1,1,4.248495242,,,
Entire home/apt,3,1,strict,1,t,90,0,1,4.787491743,,,
Entire home/apt,2,1,flexible,1,f,100,1,1,5.247024072,,,
Entire home/apt,2,1,strict,1,f,96,1,1,5.509388337,,,
Private room,2,1,strict,1,f,98,1,1,3.951243719,,,
Private room,2,1,moderate,1,t,96,1,1,3.951243719,,,
Entire home/apt,8,3,strict,1,f,92,4,5,5.872117789,,,
Private room,1,1.5,flexible,0,t,96,1,1,3.80666249,,,
Entire home/apt,4,2,moderate,1,f,92,2,2,5.043425117,,,
Entire home/apt,4,1,moderate,0,t,55,2,2,4.700480366,,,
Entire home/apt,8,3.5,strict,1,f,96,4,4,6.204557763,,,
Entire home/apt,2,1,moderate,1,f,94,0,1,4.17438727,,,
Entire home/apt,4,1,strict,1,t,90,2,2,5.703782475,,,
Private room,3,2,strict,1,f,94,1,2,4.043051268,,,
Entire home/apt,4,1,strict,1,t,73,2,2,5.370638028,,,
Private room,2,1,moderate,1,f,97,1,1,4.744932128,,,
Entire home/apt,2,1,moderate,1,f,97,1,1,4.779123493,,,
Entire home/apt,2,1,strict,1,f,91,1,2,5.164785974,,,
Private room,2,1,strict,1,t,100,1,1,4.317488114,,,
Private room,2,1,strict,0,f,94,1,1,4.828313737,,,
Private room,2,1.5,strict,1,t,98,1,1,3.80666249,,,
Entire home/apt,3,1,strict,1,t,80,1,1,5.075173815,,,
Entire home/apt,12,3.5,strict,1,f,85,4,7,5.991464547,,,
Entire home/apt,5,1,strict,1,f,96,1,1,4.442651256,,,
Private room,1,1,strict,1,f,96,1,1,4.48863637,,,
Private room,2,1,flexible,1,f,81,1,1,3.891820298,,,
Entire home/apt,6,1.5,moderate,1,f,95,1,2,4.859812404,,,
Entire home/apt,4,1,strict,1,f,96,1,4,5.736572297,,,
Private room,3,1,moderate,1,t,96,1,2,4.787491743,,,
Private room,1,1,moderate,1,f,100,1,1,4.382026635,,,
Private room,2,1,moderate,1,t,89,1,1,4.369447852,,,
Private room,1,2,strict,1,f,94,1,1,3.912023005,,,
Entire home/apt,4,1,moderate,1,f,87,2,2,5.298317367,,,
Private room,2,1,moderate,1,f,99,1,1,4.48863637,,,
Entire home/apt,4,1,strict,1,t,89,1,2,4.859812404,,,
Entire home/apt,4,1,moderate,1,f,90,0,2,4.553876892,,,
Shared room,1,1,flexible,0,f,96,1,1,3.688879454,,,
Entire home/apt,4,1,strict,1,f,89,2,2,5.501258211,,,
Private room,1,1,flexible,1,f,96,1,1,4.317488114,,,
Entire home/apt,2,1,strict,0,f,91,1,1,4.828313737,,,
Private room,5,1,flexible,0,f,96,1,3,5.703782475,,,
Entire home/apt,2,1,flexible,1,f,96,1,1,4.941642423,,,
Private room,2,1,moderate,1,f,80,1,1,4.248495242,,,
Entire home/apt,4,1,strict,1,f,100,1,3,4.828313737,,,
Entire home/apt,3,2,moderate,1,t,97,1,1,4.787491743,,,
Private room,2,1,moderate,1,t,94,1,2,3.912023005,,,
Entire home/apt,2,1,moderate,1,f,96,1,1,4.779123493,,,
Entire home/apt,2,1,moderate,1,f,99,1,1,5.272999559,,,
Entire home/apt,10,1,strict,1,f,96,3,5,4.787491743,,,
Private room,6,1,flexible,0,f,96,1,1,5.298317367,,,
Entire home/apt,2,1,strict,1,f,93,0,1,4.787491743,,,
Entire home/apt,5,1,strict,1,f,92,3,3,4.553876892,,,
Entire home/apt,4,1,strict,1,f,88,1,1,5.192956851,,,
Private room,4,1,strict,1,f,98,2,2,4.59511985,,,
Entire home/apt,4,1,strict,1,f,94,1,3,4.86753445,,,
Entire home/apt,2,1,strict,1,f,95,1,1,4.59511985,,,
Private room,2,1,moderate,1,t,99,1,2,4.248495242,,,
Entire home/apt,2,1,strict,1,f,94,1,1,4.997212274,,,
Private room,2,1,flexible,0,f,100,1,1,4.248495242,,,
Private room,2,2,strict,1,f,87,1,1,4.356708827,,,
Entire home/apt,6,1,strict,1,f,100,2,4,5.293304825,,,
Entire home/apt,8,1,strict,1,f,96,2,2,5.293304825,,,
Entire home/apt,8,1,strict,1,t,96,3,4,5.272999559,,,
Entire home/apt,3,1,flexible,1,f,96,2,1,4.605170186,,,
Entire home/apt,8,2,flexible,0,f,96,3,5,6.109247583,,,
Private room,2,1,flexible,0,f,95,1,1,4.17438727,,,
Private room,2,1,flexible,1,t,96,1,1,4.49980967,,,
Entire home/apt,4,2,strict,1,f,96,2,2,5.424950017,,,
Private room,1,1.5,flexible,0,t,95,1,1,3.555348061,,,
Private room,1,1,flexible,1,f,96,0,2,4.317488114,,,
Entire home/apt,2,1,moderate,1,t,100,1,1,4.077537444,,,
Entire home/apt,3,2.5,flexible,1,f,96,2,2,5.463831805,,,
Entire home/apt,2,2,strict,1,f,90,2,2,5.703782475,,,
Entire home/apt,5,1,strict,1,t,95,2,3,6.198478716,,,
Private room,2,1,strict,1,f,98,1,1,4.820281566,,,
Shared room,1,1,strict,1,t,93,1,3,3.912023005,,,
Private room,3,1.5,strict,1,f,88,1,2,4.49980967,,,
Private room,2,2,flexible,1,f,100,1,1,3.912023005,,,
Private room,1,1,flexible,0,t,96,1,1,4.382026635,,,
Entire home/apt,5,1.5,strict,1,f,96,2,3,4.86753445,,,
Entire home/apt,3,1,flexible,0,f,96,1,2,5.361292166,,,
Private room,2,2,flexible,1,f,100,1,1,4.49980967,,,
Entire home/apt,4,1,strict,0,f,100,1,2,5.631211782,,,
Entire home/apt,3,1,strict,1,f,97,0,2,5.105945474,,,
Entire home/apt,8,2.5,strict,1,f,96,3,3,7.13089883,,,
Entire home/apt,3,1,strict,1,t,98,1,2,4.927253685,,,
Private room,2,1,flexible,1,f,96,1,1,4.605170186,,,
Entire home/apt,6,1,moderate,1,t,97,3,3,4.787491743,,,
Shared room,2,1,flexible,1,f,100,1,1,4.605170186,,,
Entire home/apt,2,1,moderate,1,f,93,1,1,4.553876892,,,
Private room,2,1.5,moderate,0,f,94,1,1,4.605170186,,,
Private room,2,2,flexible,1,f,96,1,1,3.688879454,,,
Private room,1,3.5,flexible,1,f,96,1,1,4.605170186,,,
Entire home/apt,3,1,moderate,0,f,94,1,1,4.248495242,,,
Private room,4,1,flexible,1,f,98,1,1,5.501258211,,,
Entire home/apt,2,1,moderate,0,f,93,1,1,5.666426688,,,
Entire home/apt,2,1,strict,1,f,96,1,1,4.59511985,,,
Private room,2,1,strict,1,f,80,1,1,4.043051268,,,
Private room,2,1.5,flexible,1,f,99,1,1,4.48863637,,,
Private room,2,1,moderate,1,f,93,1,1,4.17438727,,,
Entire home/apt,7,1,strict,1,t,100,2,3,6.684611728,,,
Private room,1,1,strict,0,f,85,1,1,4.394449155,,,
Private room,2,1.5,flexible,0,f,100,1,1,4.49980967,,,
Entire home/apt,3,1,strict,1,f,90,1,1,4.828313737,,,
Entire home/apt,8,1,strict,1,f,100,4,4,5.59471138,,,
Entire home/apt,4,1,moderate,1,t,98,1,1,5.147494477,,,
Private room,3,1,flexible,0,t,80,1,3,4.605170186,,,
Entire home/apt,2,1,moderate,1,f,90,1,2,4.007333185,,,
Entire home/apt,2,1,strict,1,t,96,0,1,4.317488114,,,
Entire home/apt,6,2.5,strict,1,f,98,3,4,5.857933154,,,
Private room,2,1,strict,1,f,96,1,1,4.584967479,,,
Entire home/apt,3,1,strict,1,f,94,1,2,5.187385806,,,
Entire home/apt,4,1,strict,0,t,96,1,1,6.109247583,,,
Entire home/apt,2,1,flexible,0,f,96,2,2,5.247024072,,,
Entire home/apt,2,1,moderate,1,t,97,1,1,4.787491743,,,
Private room,1,1,moderate,1,t,97,1,1,4.234106505,,,
Entire home/apt,11,2,strict,1,t,98,2,6,6.907755279,,,
Private room,2,1,flexible,1,f,100,1,1,4.248495242,,,
Private room,1,2,flexible,1,f,94,1,1,3.912023005,,,
Private room,4,2,flexible,0,f,96,1,1,3.688879454,,,
Private room,2,1,flexible,1,f,94,1,1,4.828313737,,,
Entire home/apt,2,3,moderate,1,f,96,2,2,5.703782475,,,
Entire home/apt,5,2,strict,1,f,99,3,3,6.354370041,,,
Private room,2,2,strict,1,f,94,1,1,4.317488114,,,
Entire home/apt,2,1,moderate,1,f,80,0,1,5.010635294,,,
Entire home/apt,4,1,moderate,1,f,95,1,3,4.564348191,,,
Entire home/apt,8,2.5,moderate,0,f,89,3,4,5.247024072,,,
Private room,2,1,strict,1,f,100,1,1,4.553876892,,,
Entire home/apt,4,1,strict,1,f,88,1,2,5.298317367,,,
Entire home/apt,4,2,moderate,1,f,96,2,2,6.476972363,,,
Entire home/apt,4,1,strict,1,f,96,1,2,5.857933154,,,
Entire home/apt,4,1,flexible,0,f,96,1,1,5.010635294,,,
Entire home/apt,2,1,moderate,1,f,94,0,1,5.010635294,,,
Private room,2,1,strict,1,f,97,1,1,4.553876892,,,
Entire home/apt,4,1,flexible,1,f,97,1,2,4.86753445,,,
Entire home/apt,10,2,strict,1,t,98,5,8,5.814130532,,,
Private room,2,1,flexible,0,f,96,1,1,4.605170186,,,
Entire home/apt,4,1,flexible,1,t,96,0,3,4.976733742,,,
Private room,2,1,moderate,0,f,99,1,1,4.17438727,,,
Entire home/apt,9,2,strict,1,t,96,2,5,5.631211782,,,
Private room,2,1,moderate,1,f,95,1,1,3.80666249,,,
Entire home/apt,5,1,strict,1,f,95,2,1,4.744932128,,,
Entire home/apt,8,1,strict,1,f,94,4,5,5.703782475,,,
Entire home/apt,4,1,moderate,1,f,96,1,2,4.204692619,,,
Private room,4,2,flexible,0,f,96,2,2,4.553876892,,,
Entire home/apt,3,1,strict,1,t,80,1,1,4.59511985,,,
Entire home/apt,3,1,flexible,0,t,96,1,1,4.49980967,,,
Entire home/apt,12,1,strict,1,f,99,1,1,6.802394763,,,
Private room,1,1,flexible,1,f,80,1,1,3.784189634,,,
Entire home/apt,2,1,moderate,1,f,96,0,1,4.584967479,,,
Private room,1,1,moderate,1,t,96,1,1,3.688879454,,,
Entire home/apt,3,1,flexible,1,f,96,1,1,4.48863637,,,
Entire home/apt,2,1,moderate,0,f,100,1,1,5.164785974,,,
Private room,2,1,flexible,1,f,96,1,1,5.164785974,,,
Entire home/apt,4,1,strict,1,f,100,1,2,5.003946306,,,
Entire home/apt,3,1,moderate,1,f,99,1,1,4.744932128,,,
Entire home/apt,5,1,moderate,1,f,96,2,2,5.631211782,,,
Entire home/apt,3,1,strict,1,f,99,1,2,5.147494477,,,
Entire home/apt,16,1.5,strict,1,f,96,1,2,5.926926026,,,
Private room,2,1,strict,1,f,97,1,1,4.317488114,,,
Entire home/apt,6,1,flexible,1,f,98,3,3,5.991464547,,,
Entire home/apt,6,2,flexible,1,t,96,3,4,5.953243334,,,
Entire home/apt,4,1,moderate,1,f,96,2,2,4.919980926,,,
Entire home/apt,2,1,strict,1,f,98,1,1,5.752572639,,,
Entire home/apt,2,1,flexible,1,f,91,1,1,4.553876892,,,
Entire home/apt,3,1,moderate,1,t,96,1,1,5.521460918,,,
Entire home/apt,4,1,moderate,1,t,100,2,2,5.075173815,,,
Private room,2,1,moderate,1,t,87,1,2,4.127134385,,,
Entire home/apt,2,1,strict,1,f,96,0,1,4.17438727,,,
Private room,2,1,strict,1,t,93,1,1,4.094344562,,,
Entire home/apt,2,1,flexible,1,f,95,1,1,4.574710979,,,
Private room,1,1,moderate,1,t,97,1,1,3.80666249,,,
Entire home/apt,2,1,moderate,1,t,98,1,1,6.163314804,,,
Entire home/apt,4,1,flexible,0,f,100,1,2,5.010635294,,,
Private room,1,1,flexible,0,f,100,1,1,5.192956851,,,
Private room,1,1,strict,1,f,95,1,1,3.663561646,,,
Entire home/apt,14,3.5,strict,1,f,87,5,6,5.953243334,,,
Entire home/apt,7,1,flexible,1,t,90,3,6,5.521460918,,,
Entire home/apt,2,1,strict,1,f,98,1,1,5.521460918,,,
Entire home/apt,7,1,moderate,1,f,100,3,4,5.857933154,,,
Entire home/apt,4,1.5,moderate,1,f,100,2,2,5.616771098,,,
Entire home/apt,2,1,strict,0,f,89,1,1,5.087596335,,,
Entire home/apt,5,1,strict,1,t,89,2,3,5.768320996,,,
Private room,4,1.5,moderate,0,t,89,1,3,4.094344562,,,
Entire home/apt,4,2,strict,1,f,92,2,2,5.192956851,,,
Entire home/apt,5,1,strict,1,f,96,2,2,5.010635294,,,
Entire home/apt,4,1,flexible,0,f,96,2,2,4.605170186,,,
Entire home/apt,5,2.5,strict,1,t,100,2,4,6.214608098,,,
Private room,2,1,moderate,1,t,96,1,1,4.49980967,,,
Private room,2,1,moderate,0,f,99,1,1,4.442651256,,,
Entire home/apt,4,1,strict,0,t,85,0,2,4.553876892,,,
Entire home/apt,2,1,moderate,1,f,98,1,2,5.075173815,,,
Private room,1,1,strict,1,t,96,1,1,4.234106505,,,
Private room,3,1,moderate,1,f,100,1,1,5.298317367,,,
Private room,2,1,strict,1,t,89,1,2,4.304065093,,,
Entire home/apt,2,2,strict,1,f,86,2,2,5.857933154,,,
Entire home/apt,2,1,flexible,1,f,96,2,2,5.164785974,,,
Entire home/apt,4,1,moderate,1,f,100,1,3,4.787491743,,,
Entire home/apt,4,1,strict,1,t,98,2,3,4.955827058,,,
Entire home/apt,2,1,strict,1,f,93,1,1,5.318119994,,,
Private room,2,1,flexible,0,f,96,1,1,6.906754779,,,
Private room,2,1,moderate,1,f,100,1,1,4.605170186,,,
Private room,4,1,strict,1,f,100,1,2,3.891820298,,,
Entire home/apt,3,1,flexible,1,f,100,1,1,5.65248918,,,
Private room,2,1,strict,1,f,96,1,1,6.396929655,,,
Entire home/apt,2,1,strict,1,f,96,0,1,4.49980967,,,
Entire home/apt,4,1,moderate,1,f,100,2,2,5.298317367,,,
Private room,2,1,flexible,1,t,87,1,1,4.317488114,,,
Private room,1,1,flexible,0,f,96,1,1,5.298317367,,,
Entire home/apt,8,2,flexible,1,f,100,3,3,5.686975356,,,
Entire home/apt,3,1,moderate,1,f,86,1,1,4.86753445,,,
Private room,2,1.5,moderate,1,t,94,1,1,4.234106505,,,
Private room,2,1,flexible,1,f,90,1,1,3.555348061,,,
Entire home/apt,2,1,flexible,1,f,96,1,1,5.164785974,,,
Private room,2,1,strict,1,f,95,1,1,4.442651256,,,
